"Date","Price","Open","High","Low","Vol.","Change %"
"06/29/2021","1,196.03","1,188.42","1,204.36","1,180.13","47.37K","1.18%"
"06/30/2021","1,186.71","1,198.61","1,198.61","1,179.56","56.98K","-0.78%"
"07/01/2021","1,213.84","1,191.94","1,219.44","1,189.11","47.37K","2.29%"
"07/02/2021","1,218.84","1,213.30","1,223.56","1,207.00","37.32K","0.41%"
"07/06/2021","1,218.41","1,218.49","1,220.69","1,201.06","62.70K","-0.04%"
"07/07/2021","1,246.82","1,216.00","1,255.09","1,212.75","83.15K","2.33%"
"07/08/2021","1,210.39","1,234.00","1,237.38","1,206.39","50.53K","-2.92%"
"07/09/2021","1,238.29","1,225.00","1,238.52","1,218.56","75.89K","2.31%"
"07/12/2021","1,209.99","1,222.35","1,225.58","1,203.00","95.11K","-2.29%"
"07/13/2021","1,191.71","1,209.85","1,210.08","1,186.80","50.52K","-1.51%"
"07/14/2021","1,190.52","1,195.52","1,196.00","1,187.66","30.88K","-0.10%"
"07/15/2021","1,202.88","1,181.00","1,202.88","1,181.00","59.64K","1.04%"
"07/16/2021","1,216.01","1,210.00","1,221.57","1,203.00","41.64K","1.09%"
"07/19/2021","1,184.00","1,200.00","1,209.13","1,176.52","65.82K","-2.63%"
"07/20/2021","1,213.55","1,192.91","1,231.20","1,187.32","63.62K","2.50%"
